table_name,object_type,table_description,column_name,ordinal_position,data_type,is_nullable,column_default,column_description,sensitivity,is_primary_key,foreign_key_references
referral_audit,TABLE,Referral property changes,referral_completed_date,22,date,t,,Audit history of referral.referral_completed_date. Holds the value as at this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,incident_date_modified,29,boolean,t,,Whether incident date was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,incident_time_modified,30,boolean,t,,Whether incident time was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,incident_type_modified,31,boolean,t,,Whether incident type was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,incident_location_modified,32,boolean,t,,Whether incident location was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referred_by_modified,33,boolean,t,,Whether referred by was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referer_area_of_work_modified,34,boolean,t,,Whether referer area of work was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_date_modified,35,boolean,t,,Whether referral date was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,proactive_referral_modified,36,boolean,t,,Whether proactive referral was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,staff_assaulted_modified,37,boolean,t,,Whether staff assaulted was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,assaulted_staff_name_modified,38,boolean,t,,Whether assaulted staff name was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,incident_involvement_modified,39,boolean,t,,Whether incident involvement was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,description_of_concern_modified,40,boolean,t,,Whether description of concern was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,known_reasons_modified,41,boolean,t,,Whether known reasons was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,other_information_modified,42,boolean,t,,Whether other information was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,safer_custody_team_informed_modified,43,boolean,t,,Whether safer custody team informed was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_complete_modified,44,boolean,t,,Whether referral complete was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_completed_by_modified,45,boolean,t,,Whether referral completed by was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_completed_by_display_name_modified,46,boolean,t,,Whether referral completed by display name was changed in this revision.,NONE,N,
referral_audit,TABLE,Referral property changes,referral_completed_date_modified,47,boolean,t,,Whether referral completed date was changed in this revision.,NONE,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,review_id,1,uuid,f,,Public primary key,NONE,Y,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,plan_id,2,uuid,f,,Parent plan foreign key which is the shared primary key with csip_record and therefore uses the same value as csip_record.record_id,NONE,N,plan
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,review_sequence,3,integer,f,,The review sequence which starts at 1 and increments for each new review. Used to order the reviews. Maps to OFFENDER_CSIP_REVIEWS.REVIEW_SEQ,NONE,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,review_date,4,date,f,,The date of the review. Maps to OFFENDER_CSIP_REVIEWS.CREATE_DATE,NONE,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,recorded_by,5,character varying(64),f,,The username of the person who recorded the review. Maps to OFFENDER_CSIP_REVIEWS.CREATE_USER,STAFF,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,recorded_by_display_name,6,character varying(255),f,,The first and last name of the user who recorded the review. Does not update if their name changes,STAFF,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,next_review_date,7,date,t,,The date of the next review. Maps to OFFENDER_CSIP_REVIEWS.NEXT_REVIEW_DATE,NONE,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,actions,8,character varying[],f,,"An enumeration of actions that should be taken following the review one of which is to close the CSIP. CSIP to NOMIS mappings: 'CLOSE_CSIP' -> OFFENDER_CSIP_REVIEWS.CLOSE_CSIP, 'REMAIN_ON_CSIP' -> OFFENDER_CSIP_REVIEWS.REMAIN_ON_CSIP, 'RESPONSIBLE_PEOPLE_INFORMED' -> OFFENDER_CSIP_REVIEWS.PEOPLE_INFORMED, 'CSIP_UPDATED' -> OFFENDER_CSIP_REVIEWS.CSIP_UPDATED, 'CASE_NOTE' -> OFFENDER_CSIP_REVIEWS.CASE_NOTE. Only CLOSE_CSIP is populated via DPS. The rest are populated via NOMIS only and retained for sync and reporting",SPECIAL-CATEGORY,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,csip_closed_date,9,date,t,,The date the CSIP plan was closed following a review outcome decision to close it. Maps to OFFENDER_CSIP_REVIEWS.CLOSE_DATE,NONE,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,summary,10,text,t,,Additional information about the review. Maps to OFFENDER_CSIP_REVIEWS.SUMMARY which has a 4000 character limit,SPECIAL-CATEGORY,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,version,11,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
review,TABLE,The reviews of the plan. Plans are reviewed regularly as step 6 of the CSIP process. Plans can close the CSIP completing the CSIP process,legacy_id,19,bigint,t,,The NOMIS OFFENDER_CSIP_REVIEWS.REVIEW_ID primary key value. Stored to guarantee uniqueness via sync. Not returned by API,NONE,N,
review_audit,TABLE,Review property changes,rev_id,1,bigint,f,,Foreign key to audit_revision. Identifies the revision this row belongs to.,NONE,Y,audit_revision
review_audit,TABLE,Review property changes,rev_type,2,smallint,f,,"Type of change; 0 -> entity was created, 1 -> entity was updated, 2 -> entity was deleted",NONE,N,
review_audit,TABLE,Review property changes,review_id,3,uuid,f,,Audit history of review.review_id. Holds the value as at this revision.,NONE,Y,
review_audit,TABLE,Review property changes,plan_id,4,uuid,f,,Audit history of review.plan_id. Holds the value as at this revision.,NONE,N,
review_audit,TABLE,Review property changes,review_sequence,5,integer,t,,Audit history of review.review_sequence. Holds the value as at this revision.,NONE,N,
review_audit,TABLE,Review property changes,review_date,6,date,t,,Audit history of review.review_date. Holds the value as at this revision.,NONE,N,
review_audit,TABLE,Review property changes,recorded_by,7,character varying(64),t,,Audit history of review.recorded_by. Holds the value as at this revision.,STAFF,N,
review_audit,TABLE,Review property changes,recorded_by_display_name,8,character varying(255),t,,Audit history of review.recorded_by_display_name. Holds the value as at this revision.,STAFF,N,
review_audit,TABLE,Review property changes,next_review_date,9,date,t,,Audit history of review.next_review_date. Holds the value as at this revision.,NONE,N,
review_audit,TABLE,Review property changes,csip_closed_date,10,date,t,,Audit history of review.csip_closed_date. Holds the value as at this revision.,NONE,N,
review_audit,TABLE,Review property changes,summary,11,text,t,,Audit history of review.summary. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
review_audit,TABLE,Review property changes,actions,12,character varying[],t,,Audit history of review.actions. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
review_audit,TABLE,Review property changes,review_sequence_modified,19,boolean,t,,Whether review sequence was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,review_date_modified,20,boolean,t,,Whether review date was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,recorded_by_modified,21,boolean,t,,Whether recorded by was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,recorded_by_display_name_modified,22,boolean,t,,Whether recorded by display name was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,next_review_date_modified,23,boolean,t,,Whether next review date was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,csip_closed_date_modified,24,boolean,t,,Whether csip closed date was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,summary_modified,25,boolean,t,,Whether summary was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,actions_modified,26,boolean,t,,Whether actions was changed in this revision.,NONE,N,
review_audit,TABLE,Review property changes,legacy_id,27,bigint,t,,Audit history of review.legacy_id. Holds the value as at this revision.,NONE,N,
safer_custody_screening_outcome,TABLE,The result of the referral screening process undertaken by the Safer Custody team. Screening is step 2 of the CSIP process which can end if the decision is not to proceed further,safer_custody_screening_outcome_id,1,uuid,f,,Shared primary key with csip_record. Uses the same value as csip_record.record_id,NONE,Y,referral
safer_custody_screening_outcome,TABLE,The result of the referral screening process undertaken by the Safer Custody team. Screening is step 2 of the CSIP process which can end if the decision is not to proceed further,outcome_id,2,integer,f,,Foreign key to reference data using the 'SCREENING_OUTCOME_TYPE' domain for the selected screening outcome. The reference_data.code value maps to OFFENDER_CSIP_REPORTS.CDR_OUTCOME,SPECIAL-CATEGORY,N,reference_data
safer_custody_screening_outcome,TABLE,The result of the referral screening process undertaken by the Safer Custody team. Screening is step 2 of the CSIP process which can end if the decision is not to proceed further,recorded_by,3,character varying(100),f,,The username of the user who recorded the safer custody screening outcome. Maps to OFFENDER_CSIP_REPORTS.CDR_OUTCOME_RECORDED_BY,STAFF,N,
safer_custody_screening_outcome,TABLE,The result of the referral screening process undertaken by the Safer Custody team. Screening is step 2 of the CSIP process which can end if the decision is not to proceed further,recorded_by_display_name,4,character varying(255),f,,The first and last name of the user who recorded the safer custody screening outcome. Does not update if their name changes,STAFF,N,
safer_custody_screening_outcome,TABLE,The result of the referral screening process undertaken by the Safer Custody team. Screening is step 2 of the CSIP process which can end if the decision is not to proceed further,date,5,date,f,,The date of the safer custody screening outcome. Maps to OFFENDER_CSIP_REPORTS.CDR_OUTCOME_DATE,NONE,N,
safer_custody_screening_outcome,TABLE,The result of the referral screening process undertaken by the Safer Custody team. Screening is step 2 of the CSIP process which can end if the decision is not to proceed further,reason_for_decision,6,text,t,,The reasons for the safer custody screening outcome decision. Maps to OFFENDER_CSIP_REPORTS.CDR_DECISION_REASON which has a 4000 character limit,SPECIAL-CATEGORY,N,
safer_custody_screening_outcome,TABLE,The result of the referral screening process undertaken by the Safer Custody team. Screening is step 2 of the CSIP process which can end if the decision is not to proceed further,version,7,integer,f,,Supports optimistic locking preventing unnecessary select queries for new entities,NONE,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,rev_id,1,bigint,f,,Foreign key to audit_revision. Identifies the revision this row belongs to.,NONE,Y,audit_revision
safer_custody_screening_outcome_audit,TABLE,Screening property changes,rev_type,2,smallint,f,,"Type of change; 0 -> entity was created, 1 -> entity was updated, 2 -> entity was deleted",NONE,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,safer_custody_screening_outcome_id,3,uuid,f,,Audit history of safer_custody_screening_outcome.safer_custody_screening_outcome_id. Holds the value as at this revision.,NONE,Y,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,outcome_id,4,bigint,t,,Audit history of safer_custody_screening_outcome.outcome_id. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,recorded_by,5,character varying(64),t,,Audit history of safer_custody_screening_outcome.recorded_by. Holds the value as at this revision.,STAFF,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,recorded_by_display_name,6,character varying(255),t,,Audit history of safer_custody_screening_outcome.recorded_by_display_name. Holds the value as at this revision.,STAFF,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,date,7,date,t,,Audit history of safer_custody_screening_outcome.date. Holds the value as at this revision.,NONE,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,reason_for_decision,8,text,t,,Audit history of safer_custody_screening_outcome.reason_for_decision. Holds the value as at this revision.,SPECIAL-CATEGORY,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,outcome_modified,15,boolean,t,,Whether outcome was changed in this revision.,NONE,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,recorded_by_modified,16,boolean,t,,Whether recorded by was changed in this revision.,NONE,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,recorded_by_display_name_modified,17,boolean,t,,Whether recorded by display name was changed in this revision.,NONE,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,date_modified,18,boolean,t,,Whether date was changed in this revision.,NONE,N,
safer_custody_screening_outcome_audit,TABLE,Screening property changes,reason_for_decision_modified,19,boolean,t,,Whether reason for decision was changed in this revision.,NONE,N,
